name,code,descripcion,bin,interval_mun,cells_mun
a1107-Atención privada en mi domicilio,accidente_atencion-17,,1,-0.1%:4.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-ISSSTE/ISSSTE Estatal,accidente_atencion-2,,1,-0.1%:5.0%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
"a1107-Curandero, hierbero, naturista",accidente_atencion-20,,1,-0.1%:6.7%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
"a1107-Homeópata, acupunturista",accidente_atencion-21,,1,-0.1%:4.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-Otro (especifique),accidente_atencion-22,,1,-0.1%:4.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-No sabe/No recuerda,accidente_atencion-23,,1,-0.1%:3.8%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-Ninguna,accidente_atencion-24,,1,-0.1%:1.7%,"{01001,01002,01005,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06005,06007,06009,06010,07005,07019,07044,07046,07051,07061,07076,07078,07099,07101,08011,08013,08037,08050,09004,09005,09006,09007,09009,09010,09012,09013,09014,09015,09016,09017,10005,10007,10012,10022,10033,10038,11002,11005,11007,11012,11013,11015,11019,11020,11025,11026,11028,11031,11032,11033,11037,11039,11044,12011,12029,12030,12051,12055,12062,12075,13017,13028,13029,13045,13067,13073,13076,14039,14044,14046,14079,14097,14098,14101,14120,14122,15009,15013,15020,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15088,15095,15100,15104,15105,15106,15118,15120,15122,16023,16033,16052,16061,16068,16082,16088,16102,16112,17004,17006,17007,17011,17015,17020,17024,17029,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20515,20516,20545,21019,21071,21114,21115,21126,21144,21156,21207,22001,22002,22008,22011,22014,22016,23001,23004,23007,23008,24003,24021,24028,24033,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26030,26035,26043,27001,27002,27004,27005,27009,27013,28003,28009,28029,28032,28038,28041,29001,29005,29008,29013,29019,29025,29033,29038,29039,29043,29048,30025,30069,30105,30117,30141,30155,30192,30193,31029,31041,31050,31068,31096,31102,32008,32010,32017,32029,32031,32038,32040,32048,32053}"
a1107-Ninguna,accidente_atencion-24,,2,1.7%:3.4%,"{01009,09002,09003,09008,09011,10021,11017,11043,12001,12038,13002,13048,15007,15026,15109,15121,16029,16053,21197,22012,22017,23005,24013,24035,27006,27008,28022,29015,30032,30102,32020}"
a1107-Ninguna,accidente_atencion-24,,3,3.4%:11.4%,"{06002,07015,07107,08019,11004,11022,11023,11030,11041,13003,13051,13056,14053,15021,15025,15031,15084,15119,17008,17032,20498,21055,22006,24020,24050,26018,26055,29027,30044,30118,31040,31092}"
a1107-Defensa,accidente_atencion-4,,1,-0.1%:2.0%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-Centro de salud u Hospital de la SSA,accidente_atencion-6,,1,-0.1%:1.4%,"{01002,01005,01009,02001,02002,02004,02006,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06005,06007,06009,06010,07005,07015,07046,07051,07061,07078,07099,07101,07107,08011,08013,08019,08037,08050,09003,09004,09005,09006,09008,09009,09011,09012,09013,09014,09015,09016,09017,10005,10007,10021,10022,10033,11002,11004,11005,11007,11013,11017,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11039,11041,11043,11044,12001,12029,12030,12038,12051,12075,13003,13017,13028,13029,13045,13048,13051,13056,13067,14044,14046,14053,14097,14098,14101,14120,15013,15025,15033,15037,15042,15051,15054,15057,15060,15067,15070,15081,15084,15088,15095,15104,15106,15120,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17006,17007,17008,17011,17020,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20498,20515,20516,20545,21019,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22017,23001,23004,23008,24003,24020,24028,24033,24035,24050,24053,25001,25004,25006,25010,25011,25012,25015,25017,26002,26030,26035,26043,26055,27001,27002,27004,27006,27009,28003,28009,28022,28029,28032,28038,28041,29005,29008,29013,29019,29025,29027,29033,29038,29039,29043,30025,30032,30044,30069,30102,30105,30118,30141,30155,30193,31029,31040,31041,31068,31092,31096,32008,32010,32029,32031,32038,32040,32053}"
a1107-Centro de salud u Hospital de la SSA,accidente_atencion-6,,2,1.4%:3.1%,"{01001,03001,06002,07044,09002,09007,09010,10012,11037,12055,13002,14039,14122,15007,15021,15031,15058,15119,15121,17004,20408,23005,24013,24021,26018,27013,29001,30117,31050,31102,32048}"
a1107-Centro de salud u Hospital de la SSA,accidente_atencion-6,,3,3.1%:7.7%,"{07019,07076,10038,11012,11015,11019,12011,12062,13073,13076,14079,15009,15020,15026,15040,15100,15105,15109,15118,17015,17024,21055,22016,23007,25005,27005,27008,29015,29048,30192,32017,32020}"
a1107-IMSS Bienestar (antes Oportunidades),accidente_atencion-7,,1,-0.1%:3.3%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
"a1107-DIF federal, estatal o municipal",accidente_atencion-8,,1,-0.1%:2.0%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1107-Cruz roja/cruz verde,accidente_atencion-9,,1,-0.1%:5.9%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1108-alcohol?,accidente_bajo_efecto-1,,1,-0.1%:6.7%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1108-drogas? (especifique),accidente_bajo_efecto-2,,1,-0.1%:3.7%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
