variable,alias
puede_mostrar_cart_vacunacion-4,a0901-No tiene cartilla.
puede_mostrar_cart_vacunacion-5,"a0901-Sí mostró la cartilla, pero no tiene información."
puesto-1,h0324-empleada(o)?
puesto-2,h0324-obrera(o)?
puesto-3,h0324-jornalera(o) o peona (ón)?
puesto-4,h0324-Trabajador(a) por su cuenta? (no contrata trabajadores)
puesto-5,h0324-patrón(a) o empleador(a)? (contrata trabajadores)
puesto-6,h0324-trabajador(a) sin pago? (en un negocio familiar o no familia
puesto-7,h0324-¿Otra situación?
quedarse_en_casa-1,h1004-Nada
quedarse_en_casa-2,h1004-Pocas veces
quedarse_en_casa-3,h1004-A veces
quedarse_en_casa-4,h1004-Casi siempre
quedarse_en_casa-5,h1004-Siempre
razon_no_asiste_clases-1,h0316-Se embarazó o tuvo un hijo
razon_no_asiste_clases-2,h0316-Se casó o unió
razon_no_asiste_clases-3,h0316-No había escuela o no había cupo
razon_no_asiste_clases-4,h0316-Problemas personales o académicos en la escuela
razon_no_asiste_clases-5,h0316-Por enfermedad y/o discapacidad
razon_no_asiste_clases-6,h0316-No tenía la edad cumplida
razon_no_asiste_clases-7,h0316-Por falta de dinero o trabajo
razon_no_asiste_clases-8,h0316-No quiso o no le gustó estudiar
razon_no_asiste_clases-9,h0316-Logró su meta educativa
razon_no_asiste_clases-10,h0316-Nunca ha ido a la escuela
razon_no_asiste_clases-11,h0316-Otro motivo
realizo_prueba_covid-1,"h1201-SÍ tuve(o) la intención, pero no fui (e) y no me (se) la hic"
realizo_prueba_covid-2,"h1201-Sí fui (e), pero no me (se) la hice (hicieron)"
realizo_prueba_covid-3,h1201-SÍ me hice la prueba
realizo_prueba_covid-4,h1201-No
realizo_prueba_covid-5,h1201-NS/NR
recibido_visita_hogar-1,h1516-Muy frecuentemente
recibido_visita_hogar-2,h1516-Frecuentemente
recibido_visita_hogar-3,h1516-Ocasionalmente
recibido_visita_hogar-4,h1516-Rara vez
recibido_visita_hogar-5,h1516-Nunca
recibio_resultado_vih-1,a0825-Sí.
recibio_resultado_vih-2,a0825-No.
recibio_resultado_vih-9,a0825-NS/NR.
recogida_basura_vivienda-1,h0121-la recoge un camión o un carrito de basura?
recogida_basura_vivienda-2,h0121-la tiran en el basurero público?
recogida_basura_vivienda-3,h0121-la tiran en un contenedor o depósito?
recogida_basura_vivienda-4,h0121-la queman?
recogida_basura_vivienda-5,h0121-la entierran?
recogida_basura_vivienda-6,h0121-la tiran en un terreno baldío o calle?
recogida_basura_vivienda-7,h0121-la tiran a la barranca o grieta?
recogida_basura_vivienda-8,"h0121-la tiran al río, lago o mar?"
region-1,region-Pacifico_Norte
region-2,region-Frontera
region-3,region-Pacifico_Centro
region-4,region-Centro_Norte
region-5,region-Centro
region-6,region-Cd México
region-7,region-EdoMéxico
region-8,region-Pácifico_Sur
region-9,region-Península
region_s-1,region_s-Pacifico_Norte
region_s-2,region_s-Frontera
region_s-3,region_s-Pacifico_Centro
region_s-4,region_s-Centro_Norte
region_s-5,region_s-Centro
region_s-6,region_s-Cd México
region_s-7,region_s-EdoMéxico
region_s-8,region_s-Pácifico_Sur
region_s-9,region_s-Península
resultado_circunferencia_brazo-1,an26-Sin problema
resultado_circunferencia_brazo-2,an26-Problema físico
resultado_circunferencia_brazo-3,an26-No cooperó
resultado_medicion_cintura-1,an09-Sin problema
resultado_medicion_cintura-2,an09-Problema físico
resultado_medicion_cintura-3,an09-No cooperó
resultado_medicion_estatura-1,an05-Sin problema
resultado_medicion_estatura-2,an05-Problema físico
resultado_medicion_estatura-3,an05-No cooperó
resultado_medicion_estatura-4,an05-Se negó
resultado_medicion_estatura-5,an05-No se encontró
resultado_medicion_estatura-6,an05-No puede mantenerse de pie
resultado_medicion_peso-1,an03-Sin problema
resultado_medicion_peso-2,an03-Problema físico
resultado_medicion_peso-3,an03-No cooperó
resultado_medicion_peso-4,an03-Se negó
resultado_medicion_peso-5,an03-No se encontró
resultado_medicion_peso-6,an03-No puede mantenerse de pie
resultado_medicion_presion-1,an30-Sin problema
resultado_medicion_presion-2,an30-Problema físico
resultado_medicion_presion-3,an30-No cooperó
resultado_medicion_presion-4,an30-Se negó
resultado_medicion_talon_rodilla-1,an18-Sin problema
resultado_medicion_talon_rodilla-2,an18-Problema físico
resultado_medicion_talon_rodilla-3,an18-No cooperó
resultado_pecho_dedo_medicion-1,an24-Sin problema
resultado_pecho_dedo_medicion-2,an24-Problema físico
resultado_pecho_dedo_medicion-3,an24-No cooperó
reusltado_medicion_circunf_pantorrilla-1,an20-Sin problema
reusltado_medicion_circunf_pantorrilla-2,an20-Problema físico
reusltado_medicion_circunf_pantorrilla-3,an20-No cooperó
ropa_puesta-1,an02-Ligera
ropa_puesta-2,an02-Gruesa
ropa_puesta-3,an02-Sin ropa
ropa_puesta-4,an02-No se pesó
salud_tiene_obesidad-1,a0101-SÍ.
salud_tiene_obesidad-2,a0101-NO.
sana_distancia_asientos_escuela-1,h1103n-Sí
sana_distancia_asientos_escuela-2,h1103n-No
sana_distancia_asientos_escuela-3,h1103n-No Sabe
sana_distancia_escuela-1,h1103m-Sí
sana_distancia_escuela-2,h1103m-No
sana_distancia_escuela-3,h1103m-No Sabe
sana_distancia_trabajo-1,h1503-Muy frecuentemente
sana_distancia_trabajo-2,h1503-Frecuentemente
sana_distancia_trabajo-3,h1503-Ocasionalmente
sana_distancia_trabajo-4,h1503-Rara vez
sana_distancia_trabajo-5,h1503-Nunca
sanitizan_compras_casa-1,h1514-Muy frecuentemente
sanitizan_compras_casa-2,h1514-Frecuentemente
sanitizan_compras_casa-3,h1514-Ocasionalmente
sanitizan_compras_casa-4,h1514-Rara vez
sanitizan_compras_casa-5,h1514-Nunca
scd_explico_medicamentos-1,a0306l-Si.
scd_explico_medicamentos-2,a0306l-No.
scd_explico_medicamentos-9,a0306l-No Sabe/No responde.
scd_medicion_glucosa-1,a0306a-Si.
scd_medicion_glucosa-2,a0306a-No.
scd_medicion_glucosa-9,a0306a-No Sabe/No responde.
scd_medicion_orina-1,a0306k-Si.
scd_medicion_orina-2,a0306k-No.
scd_medicion_orina-9,a0306k-No Sabe/No responde.
scd_medicion_peso-1,a0306c-Si.
scd_medicion_peso-2,a0306c-No.
scd_medicion_peso-9,a0306c-No Sabe/No responde.
scd_medicion_presion-1,a0306b-Si.
scd_medicion_presion-2,a0306b-No.
scd_medicion_presion-9,a0306b-No Sabe/No responde.
scd_medicion_reviso_pies-1,a0306d-Si.
scd_medicion_reviso_pies-2,a0306d-No.
scd_medicion_reviso_pies-9,a0306d-No Sabe/No responde.
scd_medicion_vista-1,a0306h-Si.
scd_medicion_vista-2,a0306h-No.
scd_medicion_vista-9,a0306h-No Sabe/No responde.
scd_quimica_sanguinea-1,a0306j-Si.
scd_quimica_sanguinea-2,a0306j-No.
scd_quimica_sanguinea-9,a0306j-No Sabe/No responde.
scd_revision_dental-1,a0306i-Si.
scd_revision_dental-2,a0306i-No.
scd_revision_dental-9,a0306i-No Sabe/No responde.
scd_sugerencia_act_fisica-1,a0306f-Si.
scd_sugerencia_act_fisica-2,a0306f-No.
scd_sugerencia_act_fisica-9,a0306f-No Sabe/No responde.
scd_sugerencia_alimentaria-1,a0306e-Si.
scd_sugerencia_alimentaria-2,a0306e-No.
scd_sugerencia_alimentaria-9,a0306e-No Sabe/No responde.
scd_sugerencia_control_diab-1,a0306g-Si.
scd_sugerencia_control_diab-2,a0306g-No.
scd_sugerencia_control_diab-9,a0306g-No Sabe/No responde.
secuela_limita_banio-1,h1216-Sí
secuela_limita_banio-2,h1216-No
secuela_limita_banio-9,h1216-NS/NR
secuela_limita_salir-1,h1217-Sí
secuela_limita_salir-2,h1217-No
secuela_limita_salir-9,h1217-NS/NR
secuelas_mantenidas-1,h1214-Sí
secuelas_mantenidas-2,h1214-No
secuelas_mantenidas-9,h1214-NS/NR
secuelas_post_covid_1-A,h1213a-Tos
secuelas_post_covid_1-B,h1213a-Fatiga
secuelas_post_covid_1-C,h1213a-Ansiedad
secuelas_post_covid_1-D,h1213a-Depresión
secuelas_post_covid_1-E,h1213a-Fiebre
secuelas_post_covid_1-F,h1213a-Dificultad para dormir
secuelas_post_covid_1-G,h1213a-Complicaciones en el riñón
secuelas_post_covid_1-H,h1213a-Falta de hambre
secuelas_post_covid_1-I,h1213a-Pérdida de peso
secuelas_post_covid_1-J,h1213a-Dolor de cabeza
secuelas_post_covid_1-K,h1213a-Mareo
secuelas_post_covid_1-L,h1213a-Dolores en músculos o articulaciones
secuelas_post_covid_1-M,h1213a-Dificultad para respirar
secuelas_post_covid_1-N,h1213a-Falta de aire
secuelas_post_covid_1-O,h1213a-Dolor en el pecho
secuelas_post_covid_1-P,h1213a-Vómito o diarrea
secuelas_post_covid_1-Q,h1213a-Pérdida o disminución del olfato
secuelas_post_covid_1-R,h1213a-Pérdida o disminución del gusto
secuelas_post_covid_1-S,h1213a-Dificultad para pensar o concentrarse
secuelas_post_covid_1-T,h1213a-Otro (especifique)
secuelas_post_covid_1-U,h1213a-No tuve síntomas / secuelas
secuelas_post_covid_1-X,h1213a-NS/NR
secuelas_post_covid_2-A,h1213b-Tos
secuelas_post_covid_2-B,h1213b-Fatiga
secuelas_post_covid_2-C,h1213b-Ansiedad
secuelas_post_covid_2-D,h1213b-Depresión
secuelas_post_covid_2-E,h1213b-Fiebre
secuelas_post_covid_2-F,h1213b-Dificultad para dormir
secuelas_post_covid_2-G,h1213b-Complicaciones en el riñón
secuelas_post_covid_2-H,h1213b-Falta de hambre
secuelas_post_covid_2-I,h1213b-Pérdida de peso
secuelas_post_covid_2-J,h1213b-Dolor de cabeza
secuelas_post_covid_2-K,h1213b-Mareo
secuelas_post_covid_2-L,h1213b-Dolores en músculos o articulaciones
secuelas_post_covid_2-M,h1213b-Dificultad para respirar
secuelas_post_covid_2-N,h1213b-Falta de aire
secuelas_post_covid_2-O,h1213b-Dolor en el pecho
secuelas_post_covid_2-P,h1213b-Vómito o diarrea
secuelas_post_covid_2-Q,h1213b-Pérdida o disminución del olfato
secuelas_post_covid_2-R,h1213b-Pérdida o disminución del gusto
secuelas_post_covid_2-S,h1213b-Dificultad para pensar o concentrarse
secuelas_post_covid_2-T,h1213b-Otro (especifique)
secuelas_post_covid_2-U,h1213b-No tuve síntomas / secuelas
secuelas_post_covid_2-X,h1213b-NS/NR
secuelas_post_covid_3-A,h1213c-Tos
secuelas_post_covid_3-B,h1213c-Fatiga
secuelas_post_covid_3-C,h1213c-Ansiedad
secuelas_post_covid_3-D,h1213c-Depresión
secuelas_post_covid_3-E,h1213c-Fiebre
secuelas_post_covid_3-F,h1213c-Dificultad para dormir
secuelas_post_covid_3-G,h1213c-Complicaciones en el riñón
secuelas_post_covid_3-H,h1213c-Falta de hambre
secuelas_post_covid_3-I,h1213c-Pérdida de peso
secuelas_post_covid_3-J,h1213c-Dolor de cabeza
secuelas_post_covid_3-K,h1213c-Mareo
secuelas_post_covid_3-L,h1213c-Dolores en músculos o articulaciones
secuelas_post_covid_3-M,h1213c-Dificultad para respirar
secuelas_post_covid_3-N,h1213c-Falta de aire
secuelas_post_covid_3-O,h1213c-Dolor en el pecho
secuelas_post_covid_3-P,h1213c-Vómito o diarrea
secuelas_post_covid_3-Q,h1213c-Pérdida o disminución del olfato
secuelas_post_covid_3-R,h1213c-Pérdida o disminución del gusto
secuelas_post_covid_3-S,h1213c-Dificultad para pensar o concentrarse
secuelas_post_covid_3-T,h1213c-Otro (especifique)
secuelas_post_covid_3-U,h1213c-No tuve síntomas / secuelas
secuelas_post_covid_3-X,h1213c-NS/NR
semana_pasada_hizo-1,h0323-busco trabajo?
semana_pasada_hizo-2,h0323-se dedicó a los quehaceres del hogar?
semana_pasada_hizo-3,h0323-es estudiante?
semana_pasada_hizo-4,h0323-es pensionada(o) o jubilada(o)?
semana_pasada_hizo-5,h0323-tiene discapacidad permenente que le impida trabajar?
semana_pasada_hizo-6,h0323-¿Otra situación?
servicio_control_diabetes-1,a0305-Instituto Mexicano del Seguro Social (IMSS).
servicio_control_diabetes-2,a0305-ISSSTE/ISSSTE Estatal.
servicio_control_diabetes-3,a0305-PEMEX.
servicio_control_diabetes-4,a0305-Defensa.
servicio_control_diabetes-5,a0305-Marina.
servicio_control_diabetes-6,a0305-Centro de Salud u Hospital de la SSA.
servicio_control_diabetes-7,a0305-IMSS Bienestar (antes Oportunidades).
servicio_control_diabetes-8,"a0305-DIF federal, estatal o municipal."
servicio_control_diabetes-9,a0305-Cruz Roja/Cruz Verde.
servicio_control_diabetes-10,a0305-Instituto Nacional de Salud.
servicio_control_diabetes-11,a0305-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
servicio_control_diabetes-12,a0305-Consultorios pertenecientes a farmacias/Farmacias con consul
servicio_control_diabetes-13,a0305-Consultorio dentro de hospital privado.
servicio_control_diabetes-14,a0305-Área de urgencias/hospitalización dentro de hospital privado
servicio_control_diabetes-15,a0305-Atención privada en torre de consultorios médicos o en una c
servicio_control_diabetes-16,a0305-Consultorio en domicilio particular de médico privado.
servicio_control_diabetes-17,a0305-Atención privada en mi domicilio.
servicio_control_diabetes-18,"a0305-Atención privada vía remota (teléfono, mensajes de texto, te"
servicio_control_diabetes-19,a0305-Médico laboral (médico de la empresa).
servicio_control_diabetes-20,"a0305-Curandero, hierbero, naturista."
servicio_control_diabetes-21,"a0305-Homeópata, partera, acupunturista."
servicio_control_diabetes-22,a0305-Otro (especifique).
servicio_control_diabetes-23,a0305-No sabe / No recuerda.
servicio_control_diabetes-24,a0305-Ninguna.
servicio_salud-1,h0309-Instituto Mexicano del Seguro Social (IMSS)
servicio_salud-2,h0309-ISSSTE/ ISSSTE Estatal
servicio_salud-3,h0309-PEMEX
servicio_salud-4,h0309-Defensa
servicio_salud-5,h0309-Marina
servicio_salud-6,h0309-Centros de Salud u Hospital de la SSA
servicio_salud-7,h0309-IMSS BIENESTAR (antes Oportunidades)
servicio_salud-8,"h0309-DIF federal, estatal o municipal"
servicio_salud-9,h0309-Cruz Roja/ Cruz Verde
servicio_salud-10,h0309-Instituto Nacional de Salud
servicio_salud-11,h0309-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
servicio_salud-12,h0309-Consultorios pertenecientes a farmacias/Farmacias con consul
servicio_salud-13,h0309-Consultorio dentro de hospital privado
servicio_salud-14,h0309-Área de urgencias/hospitalización dentro de hospital privado
servicio_salud-15,h0309-Atención privada en torre de consultorios médicos o en una c
servicio_salud-16,h0309-Consultorio en domicilio particular de médico privado
servicio_salud-17,h0309-Atención privada en mi domicilio
servicio_salud-18,"h0309-Atención privada vía remota (teléfono, mensajes de texto, te"
servicio_salud-19,h0309-Médico laboral (médico de la empresa)
servicio_salud-20,"h0309-Curandero, hierbero, naturista"
servicio_salud-21,"h0309-Homeópata, partera, acupunturista"
servicio_salud-22,h0309-Otro (especifique)
servicio_salud-23,h0309-No sabe / No recuerda
servicio_salud_1-1,h0310a-del Seguro Social (IMSS)?
servicio_salud_1-2,h0310a-del  ISSSTE?
servicio_salud_1-3,h0310a-del ISSSTE Estatal?
servicio_salud_1-4,h0310a-de Pemex?
servicio_salud_1-5,h0310a-de Defensa?
servicio_salud_1-6,h0310a-de Marina?
servicio_salud_1-7,h0310a-de IMSS BIENESTAR (antes Oportunidades)?
servicio_salud_1-8,h0310a-de un seguro privado de gastos médicos?
servicio_salud_1-9,h0310a-de otra institución? (especifique)
servicio_salud_1-10,h0310a-No está afiliado o inscrito  a servicios médicos? (Incluya I
servicio_salud_1-11,h0310a-Tenía Seguro Popular durante el 2018
servicio_salud_1-99,h0310a-NS/NR
servicio_salud_2-1,h0310b-del Seguro Social (IMSS)?
servicio_salud_2-2,h0310b-del  ISSSTE?
servicio_salud_2-3,h0310b-del ISSSTE Estatal?
servicio_salud_2-4,h0310b-de Pemex?
servicio_salud_2-5,h0310b-de Defensa?
servicio_salud_2-6,h0310b-de Marina?
servicio_salud_2-7,h0310b-de IMSS BIENESTAR (antes Oportunidades)?
servicio_salud_2-8,h0310b-de un seguro privado de gastos médicos?
servicio_salud_2-9,h0310b-de otra institución? (especifique)
servicio_salud_2-10,h0310b-No está afiliado o inscrito  a servicios médicos? (Incluya I
servicio_salud_2-11,h0310b-Tenía Seguro Popular durante el 2018
servicio_salud_2-99,h0310b-NS/NR
servicio_salud_acudio-1,h0408-Instituto Mexicano del Seguro Social (IMSS)
servicio_salud_acudio-2,h0408-ISSSTE/ISSSTE Estatal
servicio_salud_acudio-3,h0408-PEMEX
servicio_salud_acudio-4,h0408-Defensa
servicio_salud_acudio-5,h0408-Marina
servicio_salud_acudio-6,h0408-Centro de salud u Hospital de la SSA
servicio_salud_acudio-7,h0408-IMSS Bienestar (antes Oportunidades)?
servicio_salud_acudio-8,"h0408-DIF federal, estatal o municipal"
servicio_salud_acudio-9,h0408-Cruz Roja / Cruz Verde
servicio_salud_acudio-10,h0408-Instituto Nacional de Salud
servicio_salud_acudio-11,h0408-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
servicio_salud_acudio-12,h0408-Consultorios pertenecientes a farmacias / Farmacia con consu
servicio_salud_acudio-13,h0408-Consultorio dentro de hospital privado
servicio_salud_acudio-14,h0408-Área de urgencias/hospitalización dentro de hospital privado
servicio_salud_acudio-15,h0408-Atención privada en torre de consultorios médicos o en una c
servicio_salud_acudio-16,h0408-Consultorio en domicilio particular de médico privado
servicio_salud_acudio-17,h0408-Atención privada en mi domicilio
servicio_salud_acudio-18,"h0408-Atención privada vía remota (teléfono, mensajes de texto, te"
servicio_salud_acudio-19,h0408-Médico laboral (médico de la empresa)
servicio_salud_acudio-20,"h0408-Curandero, hierbero, naturista"
servicio_salud_acudio-21,"h0408-Homeópata, partera, acupunturista"
servicio_salud_acudio-22,h0408-Otro (especifique)
servicio_salud_acudio-23,h0408-No sabe / No recuerda
servicio_sanitario-1,h0119-tiene descarga directa de agua?
servicio_sanitario-2,h0119-le echan agua con cubeta?
servicio_sanitario-3,h0119-no se le puede echar agua?
servicio_sanitario-4,h0119-no tiene servicio sanitario?
servicio_sanitario_compartido-1,h0120-Sí
servicio_sanitario_compartido-2,h0120-No
sexo-1,h0302-Hombre
sexo-2,h0302-Mujer
sin_alimentos_adultos-1,h0702-Sí
sin_alimentos_adultos-2,h0702-No
sin_alimentos_adultos-8,h0702-No responde
sin_alimentos_adultos-9,h0702-No sabe
sintio_hambre_adulto-1,h0707-Sí
sintio_hambre_adulto-2,h0707-No
sintio_hambre_adulto-8,h0707-No responde
sintio_hambre_adulto-9,h0707-No sabe
sintio_hambre_menor-1,h0715-Sí
sintio_hambre_menor-2,h0715-No
sintio_hambre_menor-8,h0715-No responde
sintio_hambre_menor-9,h0715-No sabe
sintio_vergüenza_falta_agua-1,h0812-Nunca (0 veces en las últimas 4 semanas)
sintio_vergüenza_falta_agua-2,h0812-Raramente (1-2 veces en las últimas 4 semanas)
sintio_vergüenza_falta_agua-3,h0812-A veces (3-10 veces en las últimas 4 semanas)
sintio_vergüenza_falta_agua-4,h0812-Frecuentemente (11-20 veces en las últimas 4 semana)
sintio_vergüenza_falta_agua-5,h0812-Siempre (Más de 20 veces en las últimas 4 semanas)
sintio_vergüenza_falta_agua-88,h0812-No aplica
sintio_vergüenza_falta_agua-99,h0812-No sabe
sobrepeso-1,sobrepeso-SÍ.
sobrepeso-0,sobrepeso-NO.
sr_primera_dosis-1,a09091a-Sí.
sr_primera_dosis-2,a09091a-NO.
sr_primera_dosis_institucion-1,a09091c-Seguro Social (IMSS).
sr_primera_dosis_institucion-2,a09091c-ISSSTE.
sr_primera_dosis_institucion-3,a09091c-ISSSTE Estatal.
sr_primera_dosis_institucion-4,a09091c-Pemex.
sr_primera_dosis_institucion-5,a09091c-Defensa.
sr_primera_dosis_institucion-6,a09091c-Marina.
sr_primera_dosis_institucion-7,a09091c-Centro de Salud u Hospital de la SSA.
sr_primera_dosis_institucion-8,a09091c-IMSS Bienestar (antes Prospera).
sr_primera_dosis_institucion-9,a09091c-Consultorios dependientes de farmacias.
sr_primera_dosis_institucion-10,"a09091c-Consultorio, clínica u hospital privado."
sr_primera_dosis_institucion-11,a09091c-Escuela.
sr_primera_dosis_institucion-12,a09091c-Otro lugar (especifica).
sr_primera_dosis_institucion-99,a09091c-No sabe / No recuerda.
sr_segunda_dosis-1,a09092a-Sí.
sr_segunda_dosis-2,a09092a-NO.
sr_tercera_dosis-1,a09093a-Sí.
sr_tercera_dosis-2,a09093a-NO.
td_primera_dosis-1,a09102a-Sí.
td_primera_dosis-2,a09102a-NO.
td_primera_dosis_2-1,a09232a-Sí.
td_primera_dosis_2-2,a09232a-NO.
td_primera_dosis_2_institucion-1,a09232c-Seguro Social (IMSS).
td_primera_dosis_2_institucion-2,a09232c-ISSSTE.
td_primera_dosis_2_institucion-3,a09232c-ISSSTE Estatal.
td_primera_dosis_2_institucion-4,a09232c-Pemex.
td_primera_dosis_2_institucion-5,a09232c-Defensa.
td_primera_dosis_2_institucion-6,a09232c-Marina.
td_primera_dosis_2_institucion-7,a09232c-Centro de Salud u Hospital de la SSA.
td_primera_dosis_2_institucion-8,a09232c-IMSS Bienestar (antes Prospera).
td_primera_dosis_2_institucion-9,a09232c-Consultorios dependientes de farmacias.
td_primera_dosis_2_institucion-10,"a09232c-Consultorio, clínica u hospital privado."
td_primera_dosis_2_institucion-11,a09232c-Escuela.
td_primera_dosis_2_institucion-12,a09232c-Otro lugar (especifica).
td_primera_dosis_2_institucion-99,a09232c-No sabe / No recuerda.
td_primera_dosis_institucion-1,a09102c-Seguro Social (IMSS).
td_primera_dosis_institucion-2,a09102c-ISSSTE.
td_primera_dosis_institucion-3,a09102c-ISSSTE Estatal.
td_primera_dosis_institucion-4,a09102c-Pemex.
td_primera_dosis_institucion-5,a09102c-Defensa.
td_primera_dosis_institucion-6,a09102c-Marina.
td_primera_dosis_institucion-7,a09102c-Centro de Salud u Hospital de la SSA.
td_primera_dosis_institucion-8,a09102c-IMSS Bienestar (antes Prospera).
td_primera_dosis_institucion-9,a09102c-Consultorios dependientes de farmacias.
td_primera_dosis_institucion-10,"a09102c-Consultorio, clínica u hospital privado."
td_primera_dosis_institucion-11,a09102c-Escuela.
td_primera_dosis_institucion-12,a09102c-Otro lugar (especifica).
td_primera_dosis_institucion-99,a09102c-No sabe / No recuerda.
td_refuerzo-1,a09101a-Sí.
td_refuerzo-2,a09101a-NO.
td_refuerzo_dosis-1,a09231a-Sí.
td_refuerzo_dosis-2,a09231a-NO.
td_refuerzo_dosis_institucion-1,a09231c-Seguro Social (IMSS).
td_refuerzo_dosis_institucion-2,a09231c-ISSSTE.
td_refuerzo_dosis_institucion-3,a09231c-ISSSTE Estatal.
td_refuerzo_dosis_institucion-4,a09231c-Pemex.
td_refuerzo_dosis_institucion-5,a09231c-Defensa.
td_refuerzo_dosis_institucion-6,a09231c-Marina.
td_refuerzo_dosis_institucion-7,a09231c-Centro de Salud u Hospital de la SSA.
td_refuerzo_dosis_institucion-8,a09231c-IMSS Bienestar (antes Prospera).
td_refuerzo_dosis_institucion-9,a09231c-Consultorios dependientes de farmacias.
td_refuerzo_dosis_institucion-10,"a09231c-Consultorio, clínica u hospital privado."
td_refuerzo_dosis_institucion-11,a09231c-Escuela.
td_refuerzo_dosis_institucion-12,a09231c-Otro lugar (especifica).
td_refuerzo_dosis_institucion-99,a09231c-No sabe / No recuerda.
td_refuerzo_institucion-1,a09101c-Seguro Social (IMSS).
td_refuerzo_institucion-2,a09101c-ISSSTE.
td_refuerzo_institucion-3,a09101c-ISSSTE Estatal.
td_refuerzo_institucion-4,a09101c-Pemex.
td_refuerzo_institucion-5,a09101c-Defensa.
td_refuerzo_institucion-6,a09101c-Marina.
td_refuerzo_institucion-7,a09101c-Centro de Salud u Hospital de la SSA.
td_refuerzo_institucion-8,a09101c-IMSS Bienestar (antes Prospera).
td_refuerzo_institucion-9,a09101c-Consultorios dependientes de farmacias.
td_refuerzo_institucion-10,"a09101c-Consultorio, clínica u hospital privado."
td_refuerzo_institucion-11,a09101c-Escuela.
td_refuerzo_institucion-12,a09101c-Otro lugar (especifica).
td_refuerzo_institucion-99,a09101c-No sabe / No recuerda.
td_segunda_dosis-1,a09103a-Sí.
td_segunda_dosis-2,a09103a-NO.
td_segunda_dosis_2-1,a09233a-Sí.
td_segunda_dosis_2-2,a09233a-NO.
td_segunda_dosis_aplicacion-1,a09103c-Seguro Social (IMSS).
td_segunda_dosis_aplicacion-2,a09103c-ISSSTE.
td_segunda_dosis_aplicacion-3,a09103c-ISSSTE Estatal.
td_segunda_dosis_aplicacion-4,a09103c-Pemex.
td_segunda_dosis_aplicacion-5,a09103c-Defensa.
td_segunda_dosis_aplicacion-6,a09103c-Marina.
td_segunda_dosis_aplicacion-7,a09103c-Centro de Salud u Hospital de la SSA.
td_segunda_dosis_aplicacion-8,a09103c-IMSS Bienestar (antes Prospera).
td_segunda_dosis_aplicacion-9,a09103c-Consultorios dependientes de farmacias.
td_segunda_dosis_aplicacion-10,"a09103c-Consultorio, clínica u hospital privado."
td_segunda_dosis_aplicacion-11,a09103c-Escuela.
td_segunda_dosis_aplicacion-12,a09103c-Otro lugar (especifica).
td_segunda_dosis_aplicacion-99,a09103c-No sabe / No recuerda.
td_tercera_dosis-1,a09104a-Sí.
td_tercera_dosis-2,a09104a-NO.
td_tercera_dosis_2-1,a09234a-Sí.
td_tercera_dosis_2-2,a09234a-NO.
td_tercera_dosis_institucion-1,a09104c-Seguro Social (IMSS).
td_tercera_dosis_institucion-2,a09104c-ISSSTE.
td_tercera_dosis_institucion-3,a09104c-ISSSTE Estatal.
td_tercera_dosis_institucion-4,a09104c-Pemex.
td_tercera_dosis_institucion-5,a09104c-Defensa.
td_tercera_dosis_institucion-6,a09104c-Marina.
td_tercera_dosis_institucion-7,a09104c-Centro de Salud u Hospital de la SSA.
td_tercera_dosis_institucion-8,a09104c-IMSS Bienestar (antes Prospera).
td_tercera_dosis_institucion-9,a09104c-Consultorios dependientes de farmacias.
td_tercera_dosis_institucion-10,"a09104c-Consultorio, clínica u hospital privado."
td_tercera_dosis_institucion-11,a09104c-Escuela.
td_tercera_dosis_institucion-12,a09104c-Otro lugar (especifica).
td_tercera_dosis_institucion-99,a09104c-No sabe / No recuerda.
tdpa_unica_dosis-1,a09111a-Sí.
tdpa_unica_dosis-2,a09111a-NO.
tenido_reuniones_externos-1,h1517-Muy frecuentemente
tenido_reuniones_externos-2,h1517-Frecuentemente
tenido_reuniones_externos-3,h1517-Ocasionalmente
tenido_reuniones_externos-4,h1517-Rara vez
tenido_reuniones_externos-5,h1517-Nunca
tiempo_alguien_no_vive-1,a1511-Ninguno
tiempo_alguien_no_vive-2,a1511-1 vez
tiempo_alguien_no_vive-3,a1511-2 veces
tiempo_alguien_no_vive-4,a1511-3 veces
tiempo_alguien_no_vive-5,a1511-4 veces
tiempo_alguien_no_vive-6,a1511-5 veces
tiempo_alguien_no_vive-7,a1511-6 veces
tiempo_alguien_no_vive-8,a1511-7 veces ó más
tiempo_dejo_fumar_periodo-1,a1306p-Años
tiempo_dejo_fumar_periodo-2,a1306p-Meses
tiempo_dejo_fumar_periodo-3,a1306p-Semanas
tiempo_dejo_fumar_periodo-4,a1306p-Días
tiempo_dejo_fumar_periodo-5,a1306p-Menos de un día
tiempo_dejo_fumar_periodo-9,a1306p-No responde
tiempo_sintomas_post_covid-1,h1215-Menos de un mes
tiempo_sintomas_post_covid-2,h1215-De uno a tres meses
tiempo_sintomas_post_covid-3,h1215-Tres a seis meses
tiempo_sintomas_post_covid-4,h1215-Más de 6 meses
tiene_amputacion-1,"an11-Sí, de extremidades superiores y camina"
tiene_amputacion-2,"an11-Sí, de extremidades superiores y no camina"
