"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Industrias manufactureras","483111_2021","Marítimo_2021","Transporte marítimo de altura, excepto de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483112_2021","Marítimo_2021","Transporte marítimo de cabotaje, excepto de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483113_2021","Marítimo_2021","Transporte marítimo de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483210_2021","Poraguas_2021","Transporte por aguas interiores","visible","integer",FALSE
"Industrias manufactureras","484111_2021","Autotransp_2021","Autotransporte local de productos agrícolas sin refrigeración","visible","integer",FALSE
"Industrias manufactureras","484119_2021","Autotransp_2021","Otro autotransporte local de carga general","visible","integer",FALSE
"Industrias manufactureras","484121_2021","Autotransp_2021","Autotransporte foráneo de productos agrícolas sin refrigeración","visible","integer",FALSE
"Industrias manufactureras","484129_2021","Autotransp_2021","Otro autotransporte foráneo de carga general","visible","integer",FALSE
"Industrias manufactureras","484210_2021","Mudanzas_2021","Servicios de mudanzas","visible","integer",FALSE
"Industrias manufactureras","484221_2021","Autotransp_2021","Autotransporte local de materiales para la construcción","visible","integer",FALSE
"Industrias manufactureras","484222_2021","Autotransp_2021","Autotransporte local de materiales y residuos peligrosos","visible","integer",FALSE
"Industrias manufactureras","484223_2021","Autotransp_2021","Autotransporte local con refrigeración","visible","integer",FALSE
"Industrias manufactureras","484224_2021","Autotransp_2021","Autotransporte local de madera","visible","integer",FALSE
"Industrias manufactureras","484229_2021","Autotransp_2021","Otro autotransporte local de carga especializado","visible","integer",FALSE
"Industrias manufactureras","484231_2021","Autotransp_2021","Autotransporte foráneo de materiales para la construcción","visible","integer",FALSE
"Industrias manufactureras","484232_2021","Autotransp_2021","Autotransporte foráneo de materiales y residuos peligrosos","visible","integer",FALSE
"Industrias manufactureras","484233_2021","Autotransp_2021","Autotransporte foráneo con refrigeración","visible","integer",FALSE
"Industrias manufactureras","484234_2021","Autotransp_2021","Autotransporte foráneo de madera","visible","integer",FALSE
"Industrias manufactureras","484239_2021","Autotransp_2021","Otro autotransporte foráneo de carga especializado","visible","integer",FALSE
"Industrias manufactureras","485111_2021","Colectivo_2021","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485112_2021","Colectivo_2021","Transporte colectivo urbano y suburbano de pasajeros en automóviles de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485113_2021","Colectivo_2021","Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros","visible","integer",FALSE
"Industrias manufactureras","485114_2021","Colectivo_2021","Transporte colectivo urbano y suburbano de pasajeros en metro","visible","integer",FALSE
"Industrias manufactureras","485115_2021","Colectivo_2021","Transporte colectivo urbano y suburbano de pasajeros en autobuses que transitan en carril exclusivo","visible","integer",FALSE
"Industrias manufactureras","485210_2021","Colectivo_2021","Transporte colectivo foráneo de pasajeros de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485311_2021","Pasajeros_2021","Transporte de pasajeros en taxis de sitio","visible","integer",FALSE
"Industrias manufactureras","485320_2021","Automóvile_2021","Alquiler de automóviles con chofer","visible","integer",FALSE
"Industrias manufactureras","485410_2021","Escolar_2021","Transporte escolar y de personal","visible","integer",FALSE
"Industrias manufactureras","485510_2021","Autobuses_2021","Alquiler de autobuses con chofer","visible","integer",FALSE
"Industrias manufactureras","485990_2021","Transporte_2021","Otro transporte terrestre de pasajeros","visible","integer",FALSE
"Industrias manufactureras","486110_2021","Petróleo_2021","Transporte de petróleo crudo por ductos","visible","integer",FALSE
"Industrias manufactureras","486210_2021","Gasnatural_2021","Transporte de gas natural por ductos","visible","integer",FALSE
"Industrias manufactureras","486910_2021","Porductos_2021","Transporte por ductos de productos refinados del petróleo","visible","integer",FALSE
"Industrias manufactureras","486990_2021","Porductos_2021","Transporte por ductos de otros productos, excepto de productos refinados del petróleo","visible","integer",FALSE
"Industrias manufactureras","487110_2021","Turístico_2021","Transporte turístico por tierra","visible","integer",FALSE
"Industrias manufactureras","487210_2021","Turístico_2021","Transporte turístico por agua","visible","integer",FALSE
"Industrias manufactureras","487990_2021","Transporte_2021","Otro transporte turístico","visible","integer",FALSE
"Industrias manufactureras","488111_2021","Servicios_2021","Servicios a la navegación aérea","visible","integer",FALSE
"Industrias manufactureras","488112_2021","Aeropuerto_2021","Administración de aeropuertos y helipuertos","visible","integer",FALSE
"Industrias manufactureras","488190_2021","Relacionad_2021","Otros servicios relacionados con el transporte aéreo","visible","integer",FALSE
"Industrias manufactureras","488210_2021","Servicios_2021","Servicios relacionados con el transporte por ferrocarril","visible","integer",FALSE
"Industrias manufactureras","488310_2021","Puertos_2021","Administración de puertos y muelles","visible","integer",FALSE
"Industrias manufactureras","488320_2021","Carga_2021","Servicios de carga y descarga para el transporte por agua","visible","integer",FALSE
"Industrias manufactureras","488330_2021","Servicios_2021","Servicios para la navegación por agua","visible","integer",FALSE
"Industrias manufactureras","488390_2021","Relacionad_2021","Otros servicios relacionados con el transporte por agua","visible","integer",FALSE
"Industrias manufactureras","488410_2021","Grúa_2021","Servicios de grúa","visible","integer",FALSE
"Industrias manufactureras","488491_2021","Administra_2021","Servicios de administración de centrales camioneras","visible","integer",FALSE
"Industrias manufactureras","488492_2021","Administra_2021","Servicios de administración de carreteras, puentes y servicios auxiliares","visible","integer",FALSE
"Industrias manufactureras","488493_2021","Báscula_2021","Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera","visible","integer",FALSE
"Industrias manufactureras","488511_2021","Agencias_2021","Servicios de agencias aduanales","visible","integer",FALSE
"Industrias manufactureras","488519_2021","Intermedia_2021","Otros servicios de intermediación para el transporte de carga","visible","integer",FALSE
"Industrias manufactureras","488990_2021","Relacionad_2021","Otros servicios relacionados con el transporte","visible","integer",FALSE
"Industrias manufactureras","491110_2021","Servicios_2021","Servicios postales","visible","integer",FALSE
"Industrias manufactureras","492110_2021","Mensajería_2021","Servicios de mensajería y paquetería foránea","visible","integer",FALSE
"Industrias manufactureras","492210_2021","Mensajería_2021","Servicios de mensajería y paquetería local","visible","integer",FALSE
"Industrias manufactureras","493111_2021","Almacenes_2021","Almacenes generales de depósito","visible","integer",FALSE
"Industrias manufactureras","493119_2021","Almacenami_2021","Otros servicios de almacenamiento general sin instalaciones especializadas","visible","integer",FALSE
"Industrias manufactureras","493120_2021","Almacenami_2021","Almacenamiento con refrigeración","visible","integer",FALSE
"Industrias manufactureras","493130_2021","Almacenami_2021","Almacenamiento de productos agrícolas que no requieren refrigeración","visible","integer",FALSE
"Industrias manufactureras","493190_2021","Almacenami_2021","Otros servicios de almacenamiento con instalaciones especializadas","visible","integer",FALSE
NA,"511111_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511112_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511121_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511122_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511131_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511132_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511141_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511142_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511191_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511192_2021","NA_2021",NA,"visible","integer",FALSE
NA,"511210_2021","NA_2021",NA,"visible","integer",FALSE
"Información en medios masivos","512111_2021","Películas_2021","Producción de películas","visible","integer",FALSE
"Información en medios masivos","512112_2021","Programas_2021","Producción de programas para la televisión","visible","integer",FALSE
"Información en medios masivos","512113_2021","Videoclips_2021","Producción de videoclips, comerciales y otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512120_2021","Distribuci_2021","Distribución de películas y de otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512130_2021","Exhibición_2021","Exhibición de películas y otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512190_2021","Postproduc_2021","Servicios de postproducción y otros servicios para la industria fílmica y del video","visible","integer",FALSE
"Información en medios masivos","512230_2021","Editoras_2021","Editoras de música","visible","integer",FALSE
"Información en medios masivos","512240_2021","Grabación_2021","Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales","visible","integer",FALSE
"Información en medios masivos","512250_2021","Productora_2021","Productoras y distribuidoras discográficas","visible","integer",FALSE
"Información en medios masivos","512290_2021","Grabación_2021","Otros servicios de grabación del sonido","visible","integer",FALSE
NA,"515110_2021","NA_2021",NA,"visible","integer",FALSE
NA,"515120_2021","NA_2021",NA,"visible","integer",FALSE
NA,"515210_2021","NA_2021",NA,"visible","integer",FALSE
"Información en medios masivos","517311_2021","Servicios_2021","Operadores de servicios de telecomunicaciones alámbricas","visible","integer",FALSE
"Información en medios masivos","517312_2021","Servicios_2021","Operadores de servicios de telecomunicaciones inalámbricas","visible","integer",FALSE
"Información en medios masivos","517410_2021","Servicios_2021","Operadores de servicios de telecomunicaciones vía satélite","visible","integer",FALSE
"Información en medios masivos","517910_2021","Telecomuni_2021","Otros servicios de telecomunicaciones","visible","integer",FALSE
"Información en medios masivos","518210_2021","Provisión_2021","Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados","visible","integer",FALSE
